file_index,rms,kurtosis,label
0,0.12461381908219489,1.0691627552880787,healthy
1,0.12381119580648291,1.1615516080690735,healthy
2,0.125246370877438,0.9862855011841294,healthy
3,0.1251974606387471,1.034293509537969,healthy
4,0.12561814016563005,1.1101636617292412,healthy
5,0.12598810610870922,1.094878105931298,healthy
6,0.1254834547345162,0.8877725171466064,healthy
7,0.12507391310834717,0.8999733665365781,healthy
8,0.12539559920040305,0.9381210258007915,healthy
9,0.12482766323140276,0.9224247392182132,healthy
10,0.12513830668816506,0.6840056333647659,healthy
11,0.12481685430718333,0.7326360747827283,healthy
12,0.12414192376601921,0.7467365632654364,healthy
13,0.12444903026063521,1.0712043925673154,healthy
14,0.12467762374733186,0.8285647243164167,healthy
15,0.12854707840782498,0.7532172643026689,healthy
16,0.1266232757240079,0.9998469865609843,healthy
17,0.12733308448434316,1.0271087500273168,healthy
18,0.12591842849545742,0.9371943777669682,healthy
19,0.12636422431804026,0.8243901710111494,healthy
20,0.12644587083789302,1.0541880614993007,healthy
21,0.12721884173111406,0.8575085587420457,healthy
22,0.12628998805916633,0.9445600645425563,healthy
23,0.12775051235984586,1.0722686472586407,healthy
24,0.12559320046066635,0.7102407078373534,healthy
25,0.12581248137108655,1.022387309271097,healthy
26,0.12675109771313373,0.8280086183428161,healthy
27,0.12589396386133353,0.9505254237511549,healthy
28,0.12770694124360224,1.2517555883798686,healthy
29,0.12737957605709158,0.7946897762891094,healthy
30,0.12581847391741108,0.9505137727509481,healthy
31,0.12645062107523436,0.9358947714208878,healthy
32,0.1269978340504893,1.1179352098267241,healthy
33,0.12617595349445304,1.1172514753200984,healthy
34,0.12633505643476398,0.8404148883211477,healthy
35,0.12576955516284286,1.0106982816231547,healthy
36,0.12572201827407262,0.8499432639813023,healthy
37,0.1253454710365516,0.9806914247544096,healthy
38,0.1258592219505587,1.462760164524446,healthy
39,0.12527796847317418,0.9322368494037163,healthy
40,0.12537492736631745,0.7778983775900601,healthy
41,0.12540454654026206,1.0278609268238128,healthy
42,0.12548005689245753,1.0566069071344328,healthy
43,0.12484420349573454,1.0614951391958893,healthy
44,0.1263029214963598,1.245854623888226,healthy
45,0.12618064539951246,1.0689927780190542,healthy
46,0.1254624426341156,0.6992568438463032,healthy
47,0.12571355340521412,1.2189136967331082,healthy
48,0.1259276421002231,1.1483298772428352,healthy
49,0.1252925075619922,1.23153841591059,healthy
50,0.12752978608109802,1.0198890680649555,healthy
51,0.1270623889417862,0.8196753176081106,healthy
52,0.12639790319321215,1.2953264719636168,healthy
53,0.12447809797309725,1.0337552476278784,healthy
54,0.12696380531997348,0.6998765423390187,healthy
55,0.12905560987207462,0.7530082121852493,healthy
56,0.12541812509966663,0.8287065316266351,healthy
57,0.12502634038879817,0.8878344433469709,healthy
58,0.12456779557076289,1.1648556381774098,healthy
59,0.12388603358089341,0.7554289287522615,healthy
60,0.12755661809687688,0.6764508133774161,healthy
61,0.12556580033927928,1.0317862903112553,healthy
62,0.12598209411304995,1.04567819599034,healthy
63,0.12619702477673556,0.8217464410445903,healthy
64,0.1304193059379175,1.2938325951697385,healthy
65,0.1321247766007454,1.0211007575701574,healthy
66,0.12856112606369635,0.844275697135302,healthy
67,0.13050290963740283,1.3435051007032053,healthy
68,0.13043272032450293,1.2504152798898271,healthy
69,0.1296436115496055,1.388189998210935,healthy
70,0.1306373672748943,0.9688727382788556,healthy
71,0.12976024541076708,1.2781310959090213,healthy
72,0.1300000706129616,1.237632377650793,healthy
73,0.12965682788645622,1.0071730835892563,healthy
74,0.1296958491288368,1.1761899112382954,healthy
75,0.1318179480781994,1.5517486917880836,healthy
76,0.1294962631805813,1.4696612242512606,healthy
77,0.12936302046741616,1.1293393051715563,healthy
78,0.12933463742362292,1.1740721013448887,healthy
79,0.13059095960467076,1.2024037123699722,healthy
80,0.13101902649132444,1.1392225921083412,healthy
81,0.12991390741504064,1.0878832493161816,healthy
82,0.13125010193448422,1.616675235066376,healthy
83,0.13073403157448618,1.37327877003868,healthy
84,0.13029309189255536,0.9300364991618362,healthy
85,0.13051354059002365,1.3385606208208918,healthy
86,0.13051085679066848,0.9512501026433102,healthy
87,0.1305848974027529,1.2666964885511964,healthy
88,0.13017202241619308,1.2468686071468547,healthy
89,0.13078361220984933,1.337960624912082,healthy
90,0.13234108247016496,1.19322070918117,healthy
91,0.1304694408664343,1.3687629729444541,healthy
92,0.13071805727613486,1.0793421668600702,healthy
93,0.13100299786347927,1.1422454807047746,healthy
94,0.1316906001207233,1.3638485415091255,healthy
95,0.13190247843903227,1.2417924889847942,healthy
96,0.12924024892950095,1.1424958133802656,healthy
97,0.13023694639783,1.235548436151439,healthy
98,0.1311893217253814,1.1135425086966046,healthy
99,0.13274837882278684,1.0698341145628163,healthy
100,0.13073974662533291,1.5652033000544678,healthy
101,0.12920793088776275,1.0629563279355434,healthy
102,0.1303740556428526,1.325007147753273,healthy
103,0.12976582574487786,0.9608274889687212,healthy
104,0.13089752913926841,1.409324599567321,healthy
105,0.1308540985876541,1.1964076343119014,healthy
106,0.13078054192609992,1.148659542521238,healthy
107,0.13063906435947384,1.0464540999097212,healthy
108,0.13022403434502308,1.1021932649072879,healthy
109,0.13053161752551803,1.1792618015628724,healthy
110,0.13029761774281648,1.2283305840114451,healthy
111,0.12960889052049293,0.963314800857141,healthy
112,0.13079066815699478,1.0763626852616621,healthy
113,0.1302054161339881,1.1413292271815596,healthy
114,0.13018762208197587,1.2785089634294362,healthy
115,0.12944478115083474,1.023600362916266,healthy
116,0.13150715990191847,1.3820539643658503,healthy
117,0.13134489240818903,1.1359827974645826,healthy
118,0.1302991435001589,1.1874146420953453,healthy
119,0.1307418399401565,1.2345151029854664,healthy
120,0.13028547531526682,1.4814848749295466,healthy
121,0.1318625947586516,1.5019855141461989,healthy
122,0.13034139143154988,1.4210316786124997,healthy
123,0.13079517156339096,1.2109943941713173,healthy
124,0.1296214572050814,0.8660000937498431,healthy
125,0.1314209006398906,1.296131108036671,healthy
126,0.1303858836765291,1.1097219261294464,healthy
127,0.130226818354554,1.094549093857192,healthy
128,0.12997437735773634,1.0427180031743184,healthy
129,0.13001111806423518,1.271054898056418,healthy
130,0.13052576448851966,1.312557749895534,healthy
131,0.131245547357508,1.3262183491883315,healthy
132,0.13085664959848478,1.055655922058115,healthy
133,0.12935008214145052,1.0779353237752636,healthy
134,0.13074631365800052,1.158758959721613,healthy
135,0.13067531159536935,1.5784053516692218,healthy
136,0.13105535529822407,1.1574175381917673,healthy
137,0.13207075647847585,1.1936127995348418,healthy
138,0.1312755600111841,1.3482537483129509,healthy
139,0.1292077561072912,1.491593338356541,healthy
140,0.13106452892444814,1.1203076466116046,healthy
141,0.12910036917943196,1.314595139631665,healthy
142,0.1310632737965951,1.109176206709809,healthy
143,0.13165232014073092,1.402272710527054,healthy
144,0.1306456271094157,0.8423833944284422,healthy
145,0.13025935048460774,1.1949829662231473,healthy
146,0.130833361780119,1.1231493647159176,healthy
147,0.1317864676166525,0.9322721256262905,healthy
148,0.1315846195775745,1.5200856199317725,healthy
