rms,kurtosis,env_rms,set,file_index,path
0.12461382150650024,1.0691633224487305,0.040109777547283815,1st_test,0,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.12.06.24
0.12381119281053543,1.1615514755249023,0.03982029020134039,1st_test,1,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.12.09.13
0.12524637579917908,0.9862856864929199,0.03962092366692688,1st_test,2,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.12.14.13
0.12519747018814087,1.0342936515808105,0.04051025301172635,1st_test,3,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.12.19.13
0.1256181299686432,1.1101632118225098,0.040125245205718,1st_test,4,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.12.24.13
0.12598811089992523,1.0948781967163086,0.040591488570866543,1st_test,5,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.12.29.13
0.1254834532737732,0.887772798538208,0.04027911781749001,1st_test,6,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.12.34.13
0.12507390975952148,0.8999731540679932,0.04056847520144473,1st_test,7,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.12.39.13
0.12539559602737427,0.9381215572357178,0.04016999782816019,1st_test,8,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.12.44.13
0.12482766062021255,0.9224247932434082,0.04001208746289344,1st_test,9,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.12.49.13
0.1251382976770401,0.6840054988861084,0.04004775134949165,1st_test,10,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.12.54.13
0.12481684982776642,0.7326350212097168,0.04028529843006789,1st_test,11,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.12.59.13
0.12414192408323288,0.7467360496520996,0.03844614232247962,1st_test,12,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.13.04.13
0.12444902956485748,1.0712041854858398,0.040156769323514925,1st_test,13,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.13.09.13
0.1246776208281517,0.8285641670227051,0.03905843441297733,1st_test,14,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.13.14.13
0.1285470724105835,0.7532174587249756,0.044262425594493025,1st_test,15,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.13.19.13
0.126623272895813,0.9998471736907959,0.040953113200471875,1st_test,16,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.13.24.13
0.12733308970928192,1.0271077156066895,0.04174525110925451,1st_test,17,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.13.29.13
0.1259184330701828,0.93719482421875,0.040171708097201796,1st_test,18,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.13.34.13
0.12636421620845795,0.824390172958374,0.03972445824576119,1st_test,19,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.13.39.13
0.12644587457180023,1.0541882514953613,0.040217033854066817,1st_test,20,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.13.44.13
0.1272188425064087,0.8575084209442139,0.04052326874406883,1st_test,21,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.13.49.13
0.1262899786233902,0.9445600509643555,0.04022013346327678,1st_test,22,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.13.54.13
0.12775051593780518,1.072268009185791,0.04234947996946848,1st_test,23,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.13.59.13
0.12559320032596588,0.7102401256561279,0.04091058241020335,1st_test,24,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.14.04.13
0.12581247091293335,1.0223870277404785,0.04029839461322298,1st_test,25,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.14.09.13
0.1267510950565338,0.8280086517333984,0.04025392120325935,1st_test,26,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.14.14.13
0.1258939504623413,0.9505248069763184,0.04040760835110126,1st_test,27,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.14.19.13
0.12770694494247437,1.251756191253662,0.04163901972491112,1st_test,28,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.14.24.13
0.12737958133220673,0.7946898937225342,0.03908916713913682,1st_test,29,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.14.29.13
0.12581847608089447,0.9505133628845215,0.03966518099470808,1st_test,30,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.14.34.13
0.12645062804222107,0.9358947277069092,0.0398089873272314,1st_test,31,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.14.39.13
0.12699782848358154,1.1179351806640625,0.041361629049339724,1st_test,32,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.14.44.13
0.12617595493793488,1.1172518730163574,0.04026750338438808,1st_test,33,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.14.49.13
0.1263350546360016,0.8404147624969482,0.03958276993591894,1st_test,34,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.14.54.13
0.12576955556869507,1.0106987953186035,0.03967364417327274,1st_test,35,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.14.59.13
0.1257220208644867,0.8499431610107422,0.038777332992483246,1st_test,36,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.15.04.13
0.12534546852111816,0.9806919097900391,0.03989620401276013,1st_test,37,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.15.09.13
0.12585921585559845,1.4627599716186523,0.040288755853233764,1st_test,38,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.15.14.13
0.12527796626091003,0.9322371482849121,0.03987524388805411,1st_test,39,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.15.19.13
0.1253749281167984,0.7778985500335693,0.03950098775050135,1st_test,40,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.15.24.13
0.12540455162525177,1.027860164642334,0.03985928099073132,1st_test,41,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.15.29.13
0.125480055809021,1.0566067695617676,0.040259670044515035,1st_test,42,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.15.37.48
0.12484420090913773,1.0614957809448242,0.0391147921570406,1st_test,43,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.15.44.13
0.12630291283130646,1.245854377746582,0.04026288673842725,1st_test,44,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.15.54.13
0.12618063390254974,1.0689926147460938,0.03975470434194197,1st_test,45,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.16.04.13
0.12546244263648987,0.6992568969726562,0.04029970893762742,1st_test,46,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.16.14.13
0.1257135570049286,1.2189149856567383,0.03935598359347614,1st_test,47,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.16.24.13
0.1259276419878006,1.148329257965088,0.03954739652729676,1st_test,48,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.16.34.13
0.12529250979423523,1.2315382957458496,0.03957586973721584,1st_test,49,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.16.44.13
0.1275297850370407,1.0198884010314941,0.04215413048349981,1st_test,50,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.16.54.13
0.12706239521503448,0.8196752071380615,0.042067584140474144,1st_test,51,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.17.04.13
0.12639789283275604,1.2953262329101562,0.039856715989842355,1st_test,52,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.17.14.13
0.12447809427976608,1.0337557792663574,0.039089082843106415,1st_test,53,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.17.19.38
0.126963809132576,0.6998755931854248,0.04211725975685754,1st_test,54,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.17.24.13
0.12905561923980713,0.7530076503753662,0.042439532862323784,1st_test,55,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.17.34.13
0.12541812658309937,0.828707218170166,0.04018663868121476,1st_test,56,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.17.44.13
0.12502633035182953,0.8878347873687744,0.040659449628314186,1st_test,57,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.17.54.13
0.12456779181957245,1.16485595703125,0.04033655595854154,1st_test,58,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.18.04.13
0.12388603389263153,0.7554290294647217,0.03889584043937483,1st_test,59,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.18.14.13
0.12755660712718964,0.6764507293701172,0.0437103360354414,1st_test,60,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.18.24.13
0.1255658119916916,1.031787395477295,0.040944614246679036,1st_test,61,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.18.34.13
0.1259821057319641,1.0456786155700684,0.041152402643378265,1st_test,62,/content/drive/MyDrive/IMS/extracted/1st_test/1st_test/2003.10.22.18.44.13
